"order_number";"product_key";"customer_key";"order_date";"shipping_date";"due_date";"sales_amount";"quantity";"price"
"SO69696";0;5422;"2013-10-30";"2013-11-06";"2013-11-11";2;1;2
"SO69697";0;13042;"2013-10-30";"2013-11-06";"2013-11-11";4;1;4
"SO69697";0;13042;"2013-10-30";"2013-11-06";"2013-11-11";55;1;55
"SO69697";125;13042;"2013-10-30";"2013-11-06";"2013-11-11";35;1;35
"SO69698";0;1747;"2013-10-30";"2013-11-06";"2013-11-11";29;1;29
"SO69698";0;1747;"2013-10-30";"2013-11-06";"2013-11-11";5;1;5
"SO69698";0;1747;"2013-10-30";"2013-11-06";"2013-11-11";2;1;2
"SO69699";0;11380;"2013-10-30";"2013-11-06";"2013-11-11";4;1;4
"SO69699";0;11380;"2013-10-30";"2013-11-06";"2013-11-11";21;1;21
"SO69699";0;11380;"2013-10-30";"2013-11-06";"2013-11-11";2;1;2
"SO69700";0;622;"2013-10-30";"2013-11-06";"2013-11-11";35;1;35
"SO69700";0;622;"2013-10-30";"2013-11-06";"2013-11-11";5;1;5
"SO69700";0;622;"2013-10-30";"2013-11-06";"2013-11-11";22;1;22
"SO69700";65;622;"2013-10-30";"2013-11-06";"2013-11-11";9;1;9
"SO69700";132;622;"2013-10-30";"2013-11-06";"2013-11-11";50;1;50
"SO69701";0;5142;"2013-10-30";"2013-11-06";"2013-11-11";540;1;540
"SO69701";0;5142;"2013-10-30";"2013-11-06";"2013-11-11";5;1;5
"SO69701";0;5142;"2013-10-30";"2013-11-06";"2013-11-11";10;1;10
"SO69701";125;5142;"2013-10-30";"2013-11-06";"2013-11-11";35;1;35
"SO69702";37;8998;"2013-10-30";"2013-11-06";"2013-11-11";2320;1;2320
"SO69702";0;8998;"2013-10-30";"2013-11-06";"2013-11-11";120;1;120
"SO69703";36;6605;"2013-10-30";"2013-11-06";"2013-11-11";2295;1;2295
"SO69703";0;6605;"2013-10-30";"2013-11-06";"2013-11-11";35;1;35
"SO69703";0;6605;"2013-10-30";"2013-11-06";"2013-11-11";5;1;5
"SO69703";124;6605;"2013-10-30";"2013-11-06";"2013-11-11";35;1;35
"SO69704";36;5962;"2013-10-30";"2013-11-06";"2013-11-11";2295;1;2295
"SO69704";0;5962;"2013-10-30";"2013-11-06";"2013-11-11";5;1;5
"SO69704";0;5962;"2013-10-30";"2013-11-06";"2013-11-11";9;1;9
"SO69704";0;5962;"2013-10-30";"2013-11-06";"2013-11-11";10;1;10
"SO69705";0;4290;"2013-10-30";"2013-11-06";"2013-11-11";769;1;769
"SO69705";0;4290;"2013-10-30";"2013-11-06";"2013-11-11";22;1;22
"SO69706";35;2711;"2013-10-30";"2013-11-06";"2013-11-11";2295;1;2295
"SO69706";117;2711;"2013-10-30";"2013-11-06";"2013-11-11";24;1;24
"SO69706";0;2711;"2013-10-30";"2013-11-06";"2013-11-11";22;1;22
"SO69707";54;15440;"2013-10-30";"2013-11-06";"2013-11-11";1120;1;1120
"SO69707";125;15440;"2013-10-30";"2013-11-06";"2013-11-11";35;1;35
"SO69708";0;6327;"2013-10-30";"2013-11-06";"2013-11-11";769;1;769
"SO69708";0;6327;"2013-10-30";"2013-11-06";"2013-11-11";120;1;120
"SO69709";39;4786;"2013-10-30";"2013-11-06";"2013-11-11";2320;1;2320
"SO69709";0;4786;"2013-10-30";"2013-11-06";"2013-11-11";55;1;55
"SO69709";0;4786;"2013-10-30";"2013-11-06";"2013-11-11";8;1;8
"SO69710";36;4720;"2013-10-30";"2013-11-06";"2013-11-11";2295;1;2295
"SO69710";0;4720;"2013-10-30";"2013-11-06";"2013-11-11";22;1;22
"SO69710";0;4720;"2013-10-30";"2013-11-06";"2013-11-11";64;1;64
"SO69711";0;12740;"2013-10-30";"2013-11-06";"2013-11-11";540;1;540
"SO69711";0;12740;"2013-10-30";"2013-11-06";"2013-11-11";4;1;4
"SO69711";0;12740;"2013-10-30";"2013-11-06";"2013-11-11";21;1;21
"SO69711";0;12740;"2013-10-30";"2013-11-06";"2013-11-11";8;1;8
"SO69712";0;12875;"2013-10-30";"2013-11-06";"2013-11-11";540;1;540
"SO69713";52;10700;"2013-10-30";"2013-11-06";"2013-11-11";1120;1;1120
"SO69713";0;10700;"2013-10-30";"2013-11-06";"2013-11-11";5;1;5
"SO69713";0;10700;"2013-10-30";"2013-11-06";"2013-11-11";9;1;9
"SO69713";116;10700;"2013-10-30";"2013-11-06";"2013-11-11";24;1;24
"SO69714";54;10701;"2013-10-30";"2013-11-06";"2013-11-11";1120;1;1120
"SO69714";0;10701;"2013-10-30";"2013-11-06";"2013-11-11";54;1;54
"SO69715";0;7802;"2013-10-30";"2013-11-06";"2013-11-11";1701;1;1701
"SO69715";126;7802;"2013-10-30";"2013-11-06";"2013-11-11";35;1;35
"SO69715";0;7802;"2013-10-30";"2013-11-06";"2013-11-11";64;1;64
"SO69716";0;3355;"2013-10-30";"2013-11-06";"2013-11-11";1701;1;1701
"SO69716";0;3355;"2013-10-30";"2013-11-06";"2013-11-11";54;1;54
"SO69717";54;17554;"2013-10-30";"2013-11-06";"2013-11-11";1120;1;1120
"SO69717";0;17554;"2013-10-30";"2013-11-06";"2013-11-11";25;1;25
"SO69718";52;17702;"2013-10-30";"2013-11-06";"2013-11-11";1120;1;1120
"SO69718";125;17702;"2013-10-30";"2013-11-06";"2013-11-11";35;1;35
"SO69719";53;14448;"2013-10-30";"2013-11-06";"2013-11-11";1120;1;1120
"SO69719";125;14448;"2013-10-30";"2013-11-06";"2013-11-11";35;1;35
"SO69719";65;14448;"2013-10-30";"2013-11-06";"2013-11-11";9;1;9
"SO69720";54;9971;"2013-10-30";"2013-11-06";"2013-11-11";1120;1;1120
"SO69720";132;9971;"2013-10-30";"2013-11-06";"2013-11-11";50;1;50
"SO69720";65;9971;"2013-10-30";"2013-11-06";"2013-11-11";9;1;9
"SO69721";0;2129;"2013-10-30";"2013-11-06";"2013-11-11";2384;1;2384
"SO69721";0;2129;"2013-10-30";"2013-11-06";"2013-11-11";54;1;54
"SO69722";0;7216;"2013-10-31";"2013-11-07";"2013-11-12";22;1;22
"SO69722";0;7216;"2013-10-31";"2013-11-07";"2013-11-12";120;1;120
"SO69723";0;5344;"2013-10-31";"2013-11-07";"2013-11-12";22;1;22
"SO69724";0;18102;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69724";0;18102;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69725";0;10384;"2013-10-31";"2013-11-07";"2013-11-12";70;1;70
"SO69726";0;15183;"2013-10-31";"2013-11-07";"2013-11-12";4;1;4
"SO69726";0;15183;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69727";0;1358;"2013-10-31";"2013-11-07";"2013-11-12";4;1;4
"SO69728";0;18120;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69728";0;18120;"2013-10-31";"2013-11-07";"2013-11-12";10;1;10
"SO69728";0;18120;"2013-10-31";"2013-11-07";"2013-11-12";55;1;55
"SO69729";65;4025;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69730";65;7216;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69731";59;9719;"2013-10-31";"2013-11-07";"2013-11-12";2443;1;2443
"SO69731";0;9719;"2013-10-31";"2013-11-07";"2013-11-12";33;1;33
"SO69731";117;9719;"2013-10-31";"2013-11-07";"2013-11-12";24;1;24
"SO69732";0;6978;"2013-10-31";"2013-11-07";"2013-11-12";769;1;769
"SO69732";0;6978;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69732";0;6978;"2013-10-31";"2013-11-07";"2013-11-12";10;1;10
"SO69733";0;8442;"2013-10-31";"2013-11-07";"2013-11-12";769;1;769
"SO69733";0;8442;"2013-10-31";"2013-11-07";"2013-11-12";10;1;10
"SO69733";0;8442;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69734";0;11520;"2013-10-31";"2013-11-07";"2013-11-12";769;1;769
"SO69734";0;11520;"2013-10-31";"2013-11-07";"2013-11-12";30;1;30
"SO69734";0;11520;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69734";0;11520;"2013-10-31";"2013-11-07";"2013-11-12";120;1;120
"SO69735";38;3929;"2013-10-31";"2013-11-07";"2013-11-12";2320;1;2320
"SO69735";0;3929;"2013-10-31";"2013-11-07";"2013-11-12";22;1;22
"SO69735";126;3929;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69736";39;7627;"2013-10-31";"2013-11-07";"2013-11-12";2320;1;2320
"SO69736";126;7627;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69737";0;5198;"2013-10-31";"2013-11-07";"2013-11-12";540;1;540
"SO69737";125;5198;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69738";0;10020;"2013-10-31";"2013-11-07";"2013-11-12";565;1;565
"SO69738";0;10020;"2013-10-31";"2013-11-07";"2013-11-12";25;1;25
"SO69738";0;10020;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69738";125;10020;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69739";126;633;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69740";0;301;"2013-10-31";"2013-11-07";"2013-11-12";29;1;29
"SO69740";0;301;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69740";0;301;"2013-10-31";"2013-11-07";"2013-11-12";55;1;55
"SO69741";0;16246;"2013-10-31";"2013-11-07";"2013-11-12";29;1;29
"SO69741";0;16246;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69742";0;14206;"2013-10-31";"2013-11-07";"2013-11-12";25;1;25
"SO69742";0;14206;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69742";0;14206;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69743";0;17049;"2013-10-31";"2013-11-07";"2013-11-12";21;1;21
"SO69743";65;17049;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69743";0;17049;"2013-10-31";"2013-11-07";"2013-11-12";54;1;54
"SO69744";0;13972;"2013-10-31";"2013-11-07";"2013-11-12";33;1;33
"SO69744";0;13972;"2013-10-31";"2013-11-07";"2013-11-12";120;1;120
"SO69745";0;10720;"2013-10-31";"2013-11-07";"2013-11-12";10;1;10
"SO69745";0;10720;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69745";125;10720;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69745";131;10720;"2013-10-31";"2013-11-07";"2013-11-12";50;1;50
"SO69746";0;11229;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69746";0;11229;"2013-10-31";"2013-11-07";"2013-11-12";30;1;30
"SO69746";0;11229;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69747";0;8233;"2013-10-31";"2013-11-07";"2013-11-12";30;1;30
"SO69747";0;8233;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69748";0;10146;"2013-10-31";"2013-11-07";"2013-11-12";10;1;10
"SO69748";0;10146;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69748";0;10146;"2013-10-31";"2013-11-07";"2013-11-12";55;1;55
"SO69749";65;9326;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69749";0;9326;"2013-10-31";"2013-11-07";"2013-11-12";70;1;70
"SO69750";0;7346;"2013-10-31";"2013-11-07";"2013-11-12";22;1;22
"SO69750";0;7346;"2013-10-31";"2013-11-07";"2013-11-12";64;1;64
"SO69751";0;2414;"2013-10-31";"2013-11-07";"2013-11-12";22;1;22
"SO69751";126;2414;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69752";0;7150;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69753";0;10521;"2013-10-31";"2013-11-07";"2013-11-12";25;1;25
"SO69753";0;10521;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69753";0;10521;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69754";0;17568;"2013-10-31";"2013-11-07";"2013-11-12";70;1;70
"SO69755";0;8372;"2013-10-31";"2013-11-07";"2013-11-12";30;1;30
"SO69755";0;8372;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69756";0;11662;"2013-10-31";"2013-11-07";"2013-11-12";29;1;29
"SO69756";0;11662;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69756";124;11662;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69757";0;2829;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69757";0;2829;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69757";0;2829;"2013-10-31";"2013-11-07";"2013-11-12";159;1;159
"SO69758";0;3634;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69758";0;3634;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69758";0;3634;"2013-10-31";"2013-11-07";"2013-11-12";22;1;22
"SO69758";125;3634;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69758";132;3634;"2013-10-31";"2013-11-07";"2013-11-12";50;1;50
"SO69759";0;6338;"2013-10-31";"2013-11-07";"2013-11-12";22;1;22
"SO69760";130;1325;"2013-10-31";"2013-11-07";"2013-11-12";50;1;50
"SO69760";65;1325;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69761";37;7069;"2013-10-31";"2013-11-07";"2013-11-12";2320;1;2320
"SO69761";0;7069;"2013-10-31";"2013-11-07";"2013-11-12";120;1;120
"SO69762";0;4310;"2013-10-31";"2013-11-07";"2013-11-12";769;1;769
"SO69762";0;4310;"2013-10-31";"2013-11-07";"2013-11-12";70;1;70
"SO69763";0;4313;"2013-10-31";"2013-11-07";"2013-11-12";769;1;769
"SO69763";0;4313;"2013-10-31";"2013-11-07";"2013-11-12";70;1;70
"SO69763";65;4313;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69764";0;4334;"2013-10-31";"2013-11-07";"2013-11-12";769;1;769
"SO69764";65;4334;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69764";0;4334;"2013-10-31";"2013-11-07";"2013-11-12";70;1;70
"SO69765";0;4309;"2013-10-31";"2013-11-07";"2013-11-12";769;1;769
"SO69765";0;4309;"2013-10-31";"2013-11-07";"2013-11-12";70;1;70
"SO69766";34;7358;"2013-10-31";"2013-11-07";"2013-11-12";2295;1;2295
"SO69766";0;7358;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69766";0;7358;"2013-10-31";"2013-11-07";"2013-11-12";10;1;10
"SO69767";38;2354;"2013-10-31";"2013-11-07";"2013-11-12";2320;1;2320
"SO69767";0;2354;"2013-10-31";"2013-11-07";"2013-11-12";22;1;22
"SO69767";0;2354;"2013-10-31";"2013-11-07";"2013-11-12";10;1;10
"SO69767";0;2354;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69767";65;2354;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69768";35;6400;"2013-10-31";"2013-11-07";"2013-11-12";2295;1;2295
"SO69768";0;6400;"2013-10-31";"2013-11-07";"2013-11-12";22;1;22
"SO69768";132;6400;"2013-10-31";"2013-11-07";"2013-11-12";50;1;50
"SO69769";0;2552;"2013-10-31";"2013-11-07";"2013-11-12";1215;1;1215
"SO69769";0;2552;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69770";0;8440;"2013-10-31";"2013-11-07";"2013-11-12";1215;1;1215
"SO69770";0;8440;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69770";131;8440;"2013-10-31";"2013-11-07";"2013-11-12";50;1;50
"SO69771";0;18372;"2013-10-31";"2013-11-07";"2013-11-12";742;1;742
"SO69771";126;18372;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69772";0;6782;"2013-10-31";"2013-11-07";"2013-11-12";2384;1;2384
"SO69772";65;6782;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69773";0;6215;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69773";0;6215;"2013-10-31";"2013-11-07";"2013-11-12";2384;1;2384
"SO69774";0;6226;"2013-10-31";"2013-11-07";"2013-11-12";2384;1;2384
"SO69774";0;6226;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69774";0;6226;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69774";124;6226;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69774";132;6226;"2013-10-31";"2013-11-07";"2013-11-12";50;1;50
"SO69775";55;15166;"2013-10-31";"2013-11-07";"2013-11-12";1120;1;1120
"SO69775";0;15166;"2013-10-31";"2013-11-07";"2013-11-12";54;1;54
"SO69776";58;11194;"2013-10-31";"2013-11-07";"2013-11-12";2443;1;2443
"SO69777";0;13372;"2013-10-31";"2013-11-07";"2013-11-12";1701;1;1701
"SO69777";0;13372;"2013-10-31";"2013-11-07";"2013-11-12";25;1;25
"SO69777";117;13372;"2013-10-31";"2013-11-07";"2013-11-12";24;1;24
"SO69778";54;15445;"2013-10-31";"2013-11-07";"2013-11-12";1120;1;1120
"SO69778";0;15445;"2013-10-31";"2013-11-07";"2013-11-12";25;1;25
"SO69778";0;15445;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69778";0;15445;"2013-10-31";"2013-11-07";"2013-11-12";8;1;8
"SO69779";53;15443;"2013-10-31";"2013-11-07";"2013-11-12";1120;1;1120
"SO69779";0;15443;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69779";0;15443;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69779";0;15443;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69780";0;14922;"2013-10-31";"2013-11-07";"2013-11-12";540;1;540
"SO69780";0;14922;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69780";0;14922;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69781";0;16984;"2013-10-31";"2013-11-07";"2013-11-12";540;1;540
"SO69782";0;13997;"2013-10-31";"2013-11-07";"2013-11-12";2384;1;2384
"SO69782";0;13997;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69782";0;13997;"2013-10-31";"2013-11-07";"2013-11-12";29;1;29
"SO69783";0;16920;"2013-10-31";"2013-11-07";"2013-11-12";2384;1;2384
"SO69783";0;16920;"2013-10-31";"2013-11-07";"2013-11-12";54;1;54
"SO69784";0;12508;"2013-10-31";"2013-11-07";"2013-11-12";540;1;540
"SO69784";124;12508;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69785";0;12707;"2013-10-31";"2013-11-07";"2013-11-12";540;1;540
"SO69786";54;3885;"2013-10-31";"2013-11-07";"2013-11-12";1120;1;1120
"SO69786";0;3885;"2013-10-31";"2013-11-07";"2013-11-12";25;1;25
"SO69786";0;3885;"2013-10-31";"2013-11-07";"2013-11-12";4;1;4
"SO69786";125;3885;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69787";52;10729;"2013-10-31";"2013-11-07";"2013-11-12";1120;1;1120
"SO69787";124;10729;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69787";130;10729;"2013-10-31";"2013-11-07";"2013-11-12";50;1;50
"SO69788";0;7799;"2013-10-31";"2013-11-07";"2013-11-12";1701;1;1701
"SO69788";0;7799;"2013-10-31";"2013-11-07";"2013-11-12";25;1;25
"SO69788";0;7799;"2013-10-31";"2013-11-07";"2013-11-12";2;1;2
"SO69789";0;17437;"2013-10-31";"2013-11-07";"2013-11-12";540;1;540
"SO69789";0;17437;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69789";0;17437;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69789";0;17437;"2013-10-31";"2013-11-07";"2013-11-12";64;1;64
"SO69790";0;18359;"2013-10-31";"2013-11-07";"2013-11-12";2384;1;2384
"SO69791";0;357;"2013-10-31";"2013-11-07";"2013-11-12";742;1;742
"SO69791";0;357;"2013-10-31";"2013-11-07";"2013-11-12";5;1;5
"SO69791";0;357;"2013-10-31";"2013-11-07";"2013-11-12";9;1;9
"SO69791";126;357;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69792";0;11506;"2013-10-31";"2013-11-07";"2013-11-12";1701;1;1701
"SO69792";124;11506;"2013-10-31";"2013-11-07";"2013-11-12";35;1;35
"SO69793";0;11571;"2013-11-01";"2013-11-08";"2013-11-13";1701;1;1701
"SO69793";125;11571;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69794";0;11597;"2013-11-01";"2013-11-08";"2013-11-13";1701;1;1701
"SO69794";133;11597;"2013-11-01";"2013-11-08";"2013-11-13";50;1;50
"SO69795";0;1353;"2013-11-01";"2013-11-08";"2013-11-13";25;1;25
"SO69795";0;1353;"2013-11-01";"2013-11-08";"2013-11-13";2;1;2
"SO69795";0;1353;"2013-11-01";"2013-11-08";"2013-11-13";159;1;159
"SO69796";0;967;"2013-11-01";"2013-11-08";"2013-11-13";25;1;25
"SO69797";0;9631;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69797";0;9631;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69797";124;9631;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69798";0;4716;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69798";0;4716;"2013-11-01";"2013-11-08";"2013-11-13";10;1;10
"SO69799";59;13093;"2013-11-01";"2013-11-08";"2013-11-13";2443;1;2443
"SO69799";0;13093;"2013-11-01";"2013-11-08";"2013-11-13";9;1;9
"SO69799";116;13093;"2013-11-01";"2013-11-08";"2013-11-13";24;1;24
"SO69799";0;13093;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69800";0;11445;"2013-11-01";"2013-11-08";"2013-11-13";769;1;769
"SO69800";65;11445;"2013-11-01";"2013-11-08";"2013-11-13";9;1;9
"SO69800";132;11445;"2013-11-01";"2013-11-08";"2013-11-13";50;1;50
"SO69801";0;5466;"2013-11-01";"2013-11-08";"2013-11-13";769;1;769
"SO69801";0;5466;"2013-11-01";"2013-11-08";"2013-11-13";30;1;30
"SO69801";0;5466;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69801";0;5466;"2013-11-01";"2013-11-08";"2013-11-13";10;1;10
"SO69801";65;5466;"2013-11-01";"2013-11-08";"2013-11-13";9;1;9
"SO69801";0;5466;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69802";36;8050;"2013-11-01";"2013-11-08";"2013-11-13";2295;1;2295
"SO69802";0;8050;"2013-11-01";"2013-11-08";"2013-11-13";10;1;10
"SO69802";0;8050;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69802";126;8050;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69802";131;8050;"2013-11-01";"2013-11-08";"2013-11-13";50;1;50
"SO69803";35;6648;"2013-11-01";"2013-11-08";"2013-11-13";2295;1;2295
"SO69803";125;6648;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69804";37;9582;"2013-11-01";"2013-11-08";"2013-11-13";2320;1;2320
"SO69804";0;9582;"2013-11-01";"2013-11-08";"2013-11-13";120;1;120
"SO69805";0;223;"2013-11-01";"2013-11-08";"2013-11-13";4;1;4
"SO69805";0;223;"2013-11-01";"2013-11-08";"2013-11-13";120;1;120
"SO69805";65;223;"2013-11-01";"2013-11-08";"2013-11-13";9;1;9
"SO69806";0;17769;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69807";0;8225;"2013-11-01";"2013-11-08";"2013-11-13";21;1;21
"SO69807";0;8225;"2013-11-01";"2013-11-08";"2013-11-13";4;1;4
"SO69807";0;8225;"2013-11-01";"2013-11-08";"2013-11-13";159;1;159
"SO69808";0;15266;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69808";0;15266;"2013-11-01";"2013-11-08";"2013-11-13";29;1;29
"SO69808";0;15266;"2013-11-01";"2013-11-08";"2013-11-13";2;1;2
"SO69809";0;16998;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69810";0;15555;"2013-11-01";"2013-11-08";"2013-11-13";29;1;29
"SO69810";0;15555;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69810";126;15555;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69811";0;13317;"2013-11-01";"2013-11-08";"2013-11-13";4;1;4
"SO69811";0;13317;"2013-11-01";"2013-11-08";"2013-11-13";33;1;33
"SO69811";0;13317;"2013-11-01";"2013-11-08";"2013-11-13";2;1;2
"SO69812";65;749;"2013-11-01";"2013-11-08";"2013-11-13";9;1;9
"SO69812";0;749;"2013-11-01";"2013-11-08";"2013-11-13";33;1;33
"SO69813";0;824;"2013-11-01";"2013-11-08";"2013-11-13";4;1;4
"SO69813";0;824;"2013-11-01";"2013-11-08";"2013-11-13";33;1;33
"SO69814";0;7989;"2013-11-01";"2013-11-08";"2013-11-13";70;1;70
"SO69815";0;4377;"2013-11-01";"2013-11-08";"2013-11-13";70;1;70
"SO69815";65;4377;"2013-11-01";"2013-11-08";"2013-11-13";9;1;9
"SO69816";0;8541;"2013-11-01";"2013-11-08";"2013-11-13";70;1;70
"SO69817";0;14434;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69818";0;3481;"2013-11-01";"2013-11-08";"2013-11-13";70;1;70
"SO69819";0;13648;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69819";126;13648;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69820";0;4937;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69820";126;4937;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69821";0;4408;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69821";126;4408;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69822";0;8906;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69822";0;8906;"2013-11-01";"2013-11-08";"2013-11-13";2;1;2
"SO69823";0;3549;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69823";0;3549;"2013-11-01";"2013-11-08";"2013-11-13";120;1;120
"SO69824";0;17381;"2013-11-01";"2013-11-08";"2013-11-13";33;1;33
"SO69824";0;17381;"2013-11-01";"2013-11-08";"2013-11-13";2;1;2
"SO69825";0;6902;"2013-11-01";"2013-11-08";"2013-11-13";25;1;25
"SO69825";0;6902;"2013-11-01";"2013-11-08";"2013-11-13";4;1;4
"SO69825";0;6902;"2013-11-01";"2013-11-08";"2013-11-13";2;1;2
"SO69826";0;5473;"2013-11-01";"2013-11-08";"2013-11-13";25;1;25
"SO69826";0;5473;"2013-11-01";"2013-11-08";"2013-11-13";2;1;2
"SO69827";0;6880;"2013-11-01";"2013-11-08";"2013-11-13";25;1;25
"SO69827";0;6880;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69827";124;6880;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69828";0;9795;"2013-11-01";"2013-11-08";"2013-11-13";4;1;4
"SO69828";131;9795;"2013-11-01";"2013-11-08";"2013-11-13";50;1;50
"SO69829";0;2797;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69829";126;2797;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69830";0;189;"2013-11-01";"2013-11-08";"2013-11-13";5;1;5
"SO69830";0;189;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
"SO69830";126;189;"2013-11-01";"2013-11-08";"2013-11-13";35;1;35
